"DGP","n","ate","sd","bias"
"n = 500, SD = 1",298,50.7958348831805,1.50215665254422,0.795834883180513
"n = 500, SD = 45",301,50.5428179519953,5.68733822021325,0.542817951995298
"n = 2000, SD = 1",1227,50.7487673092126,0.665071351179763,0.748767309212551
"n = 2000, SD = 45",1210,50.5795033983981,2.86725539680432,0.579503398398079
